OBJECTID,LocationDesc,Bound,StartDate,StartDay,EndDate,EndDay,ADTVolume,AMVolume,AMPkHrVol,PMVolume,PMPkHrVol,ExceptType,Comment,CountID,LocationID,CountType,x,y
533,N WILLAMETTE BLVD S of RENO AVE,N,5/20/2019,TUE,5/22/2019,THU,166,40,8,126,19,Normal Weekday,@ 9815,19052104.VL2,LEG15614,VOLUME,-13666094.805100001,5715937.276000001
534,N WILLAMETTE BLVD S of RENO AVE,S,5/20/2019,TUE,5/22/2019,THU,141,68,15,73,13,Normal Weekday,@ 9815,19052104.VL2,LEG15614,VOLUME,-13666094.805100001,5715937.276000001
535,N WILLAMETTE BLVD W of BUCHANAN AVE,W,2/28/2017,WED,3/2/2017,FRI,4442,1388,255,3054,447,Normal Weekday,@ 7530,17030109.VL1,LEG15667,VOLUME,-13664010.433699999,5713969.0304000005
536,N WILLAMETTE BLVD W of BUCHANAN AVE,E,2/28/2017,WED,3/2/2017,FRI,4701,1875,446,2826,467,Normal Weekday,@ 7530,17030112.VL1,LEG15667,VOLUME,-13664010.433699999,5713969.0304000005
537,N WILLAMETTE BLVD W of CHARLESTON AVE,E,5/14/2019,WED,5/16/2019,FRI,1872,615,122,1257,201,Normal Weekday,@ 8321,19051581.VL2,LEG15545,VOLUME,-13664898.3317,5714374.330600001
538,N WILLAMETTE BLVD W of CHARLESTON AVE,W,5/14/2019,WED,5/16/2019,FRI,2396,818,172,1578,276,Normal Weekday,@ 8321,19051581.VL2,LEG15545,VOLUME,-13664898.3317,5714374.330600001
539,N WILLAMETTE BLVD W of CHARLESTON AVE,E,12/11/2017,TUE,12/13/2017,THU,1877,687,156,1190,187,Normal Weekday,@ 8321,17121274.VL2,LEG15545,VOLUME,-13664898.3317,5714374.330600001
540,N WILLAMETTE BLVD W of CHARLESTON AVE,W,12/11/2017,TUE,12/13/2017,THU,2522,850,173,1672,260,Normal Weekday,@ 8321,17121274.VL2,LEG15545,VOLUME,-13664898.3317,5714374.330600001
541,N WILLAMETTE BLVD W of DELAWARE AVE,E,8/8/2018,THU,8/9/2018,FRI,278,74,24,204,30,Normal Weekday,WITHOUT BIKES @ 2613,18080975A.VL2,LEG15607,VOLUME,-13658098.8759,5710436.999200001
542,N WILLAMETTE BLVD W of DELAWARE AVE,W,8/8/2018,THU,8/9/2018,FRI,177,67,18,110,19,Normal Weekday,WITHOUT BIKES @ 2613,18080975A.VL2,LEG15607,VOLUME,-13658098.8759,5710436.999200001
543,N WILLAMETTE BLVD W of DELAWARE AVE,E,8/8/2018,THU,8/9/2018,FRI,50,21,8,29,6,Bike Count,ONLY BIKES @ 2613,18080975B.VL2,LEG15607,VOLUME,-13658098.8759,5710436.999200001
544,N WILLAMETTE BLVD W of DELAWARE AVE,W,8/8/2018,THU,8/9/2018,FRI,66,15,5,51,13,Bike Count,ONLY BIKES @ 2613,18080975B.VL2,LEG15607,VOLUME,-13658098.8759,5710436.999200001
545,N WILLAMETTE BLVD W of DELAWARE AVE,E,8/8/2018,THU,8/9/2018,FRI,328,95,27,233,34,Normal Weekday,WITH BIKES @ 2613,18080975.VL2,LEG15607,VOLUME,-13658098.8759,5710436.999200001
546,N WILLAMETTE BLVD W of DELAWARE AVE,W,8/8/2018,THU,8/9/2018,FRI,243,82,19,161,26,Normal Weekday,WITH BIKES @ 2613,18080975.VL2,LEG15607,VOLUME,-13658098.8759,5710436.999200001
547,N WILLAMETTE BLVD W of DENVER AVE,E,9/16/2019,TUE,9/19/2019,FRI,299,122,36,177,27,Normal Weekday,@ 2105,190917402.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
548,N WILLAMETTE BLVD W of DENVER AVE,W,9/16/2019,TUE,9/19/2019,FRI,300,78,23,222,46,Normal Weekday,@ 2105,190917402.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
549,N WILLAMETTE BLVD W of DENVER AVE,E,8/8/2018,THU,8/9/2018,FRI,365,124,37,241,49,Normal Weekday,WITH BIKES @ 2057,18080976.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
550,N WILLAMETTE BLVD W of DENVER AVE,W,8/8/2018,THU,8/9/2018,FRI,333,70,20,263,40,Normal Weekday,WITH BIKES @ 2057,18080976.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
551,N WILLAMETTE BLVD W of DENVER AVE,E,8/8/2018,THU,8/9/2018,FRI,316,113,37,203,43,Normal Weekday,WITHOUT BIKES @ 2057,18080976A.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
552,N WILLAMETTE BLVD W of DENVER AVE,W,8/8/2018,THU,8/9/2018,FRI,265,52,16,213,33,Normal Weekday,WITHOUT BIKES @ 2057,18080976A.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
553,N WILLAMETTE BLVD W of DENVER AVE,E,8/8/2018,THU,8/9/2018,FRI,49,11,8,38,9,Bike Count,ONLY BIKES @ 2057,18080976B.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
554,N WILLAMETTE BLVD W of DENVER AVE,W,8/8/2018,THU,8/9/2018,FRI,70,20,6,50,14,Bike Count,ONLY BIKES @ 2057,18080976B.VL2,LEG15627,VOLUME,-13657522.9048,5710428.697400004
555,N WILLAMETTE BLVD W of HODGE AVE,W,9/10/2019,WED,9/12/2019,FRI,6399,1875,343,4524,575,Normal Weekday,@ 5239,190911400.VL1,LEG15577,VOLUME,-13661840.0288,5712524.387900002
556,N WILLAMETTE BLVD W of HODGE AVE,D,9/10/2019,WED,9/12/2019,FRI,7012,2887,655,4125,563,Normal Weekday,@ 5239,19091182.VL1,LEG15577,VOLUME,-13661840.0288,5712524.387900002
557,N WILLAMETTE BLVD W of KILLINGSWORTH ST,E,9/16/2019,TUE,9/19/2019,FRI,341,75,19,266,64,Normal Weekday,@ 2939,190917401.VL2,LEG15635,VOLUME,-13658647.1139,5710561.053900003
558,N WILLAMETTE BLVD W of KILLINGSWORTH ST,W,9/16/2019,TUE,9/19/2019,FRI,250,146,51,104,18,Normal Weekday,@ 2939,190917401.VL2,LEG15635,VOLUME,-13658647.1139,5710561.053900003
559,N WILLAMETTE BLVD W of KILLINGSWORTH ST,N,3/1/2017,THU,3/2/2017,FRI,297,45,16,252,59,Normal Weekday,@ 2939,17030204.VL2,LEG15635,VOLUME,-13658647.1139,5710561.053900003
560,N WILLAMETTE BLVD W of KILLINGSWORTH ST,S,3/1/2017,THU,3/2/2017,FRI,529,425,275,104,17,Normal Weekday,@ 2939,17030204.VL2,LEG15635,VOLUME,-13658647.1139,5710561.053900003
561,N WILLAMETTE BLVD W of RICHMOND AVE,E,3/11/2019,TUE,3/12/2019,WED,1813,632,151,1181,191,Normal Weekday,,19031215.VL2,LEG15621,VOLUME,-13664793.3083,5714326.191299997
562,N WILLAMETTE BLVD W of RICHMOND AVE,W,3/11/2019,TUE,3/12/2019,WED,2244,717,142,1527,264,Normal Weekday,,19031215.VL2,LEG15621,VOLUME,-13664793.3083,5714326.191299997
563,N WILLAMETTE BLVD W of VAN HOUTEN AVE,W,2/28/2017,WED,3/2/2017,FRI,5929,1609,288,4320,584,Normal Weekday,@ 5603,17030101.VL1,LEG15567,VOLUME,-13662302.316399999,5712766.625299998
564,N WILLAMETTE BLVD W of VAN HOUTEN AVE,E,2/28/2017,WED,3/2/2017,FRI,5880,2550,622,3330,483,Normal Weekday,@ 5603,17030105.VL1,LEG15567,VOLUME,-13662302.316399999,5712766.625299998
565,N WILLIAMS AVE N of GOING ST,N,1/12/2015,TUE,1/15/2015,FRI,5291,1273,274,4018,629,Normal Weekday,@ 4625,1501108.VL1,LEG15783,VOLUME,-13655198.888500001,5709566.362000003
566,N WILLIAMS AVE N of GOING ST,N,7/15/2019,TUE,7/18/2019,FRI,6713,1385,273,5328,816,Normal Weekday,WITH BIKES @ 4625,19071685.VL1,LEG15783,VOLUME,-13655198.888500001,5709566.362000003
567,N WILLIAMS AVE N of GOING ST,N,7/15/2019,TUE,7/18/2019,FRI,5794,1232,250,4562,681,Normal Weekday,WITHOUT BIKES @ 4625,19071685A.VL1,LEG15783,VOLUME,-13655198.888500001,5709566.362000003
568,N WILLIAMS AVE N of GOING ST,N,7/15/2019,TUE,7/18/2019,FRI,921,152,33,769,178,Bike Count,ONLY BIKES @ 4625,19071685B.VL1,LEG15783,VOLUME,-13655198.888500001,5709566.362000003
569,N WILLIAMS AVE N of HANCOCK ST,N,2/25/2015,THU,2/26/2015,FRI,7511,2811,496,4700,609,Normal Weekday,@ 1931,15022605.VL1,LEG15765,VOLUME,-13655197.24,5706406.947300002
570,N WILLIAMS AVE N of HANCOCK ST,N,9/22/2019,MON,9/24/2019,WED,8091,2419,431,5672,1011,Normal Weekday,WITH BIKES,190923106.VL1,LEG15765,VOLUME,-13655197.24,5706406.947300002
571,N WILLIAMS AVE N of HANCOCK ST,N,9/22/2019,MON,9/24/2019,WED,7048,2284,400,4764,807,Normal Weekday,WITHOUT BIKES,190923106A.VL1,LEG15765,VOLUME,-13655197.24,5706406.947300002
572,N WILLIAMS AVE N of HANCOCK ST,N,9/22/2019,MON,9/24/2019,WED,1057,138,32,919,206,Bike Count,ONLY BIKES,190923106B.VL1,LEG15765,VOLUME,-13655197.24,5706406.947300002
573,N WILLIAMS AVE N of MORRIS ST,N,7/28/2019,MON,7/30/2019,WED,8084,2493,459,5591,755,Normal Weekday,WITH BIKES @ 3037,190729105.VL1,LEG15749,VOLUME,-13655190.9074,5707695.636
574,N WILLIAMS AVE N of MORRIS ST,N,7/28/2019,MON,7/30/2019,WED,6912,2295,421,4617,609,Normal Weekday,WITH OUT BIKES @ 3037,190729105A.VL1,LEG15749,VOLUME,-13655190.9074,5707695.636
575,N WILLIAMS AVE N of MORRIS ST,N,7/28/2019,MON,7/30/2019,WED,1195,204,50,991,208,Bike Count,ONLY BIKES @ 3037,190729105B.VL1,LEG15749,VOLUME,-13655190.9074,5707695.636
576,N WILLIAMS AVE S of ALBERTA ST,N,1/12/2015,TUE,1/13/2015,WED,800,144,33,656,163,Bike Count,@ 4835,15011299.VL1,LEG15782,VOLUME,-13655196.3004,5709956.946900003
577,N WILLIAMS AVE S of BEECH ST,N,2/24/2015,WED,2/26/2015,FRI,1580,470,96,1110,166,Lane Count,,15022509.VL1,LEG15796,VOLUME,-13655197.4154,5708432.150300004
578,N WILLIAMS AVE S of BEECH ST,N,2/24/2015,WED,2/26/2015,FRI,8105,2234,478,5871,836,Normal Weekday,,1502250B.VL1,LEG15796,VOLUME,-13655197.4154,5708432.150300004
579,N WILLIAMS AVE S of FAILING ST,N,7/28/2019,MON,7/30/2019,WED,6710,1957,436,4753,644,Normal Weekday,WITH BIKES @ 3817,19072980.VL1,LEG15792,VOLUME,-13655198.59,5708632.718999997
580,N WILLIAMS AVE S of FAILING ST,N,7/28/2019,MON,7/30/2019,WED,6361,1924,427,4437,602,Normal Weekday,WITHOUT BIKES @ 3817,19072980A.VL1,LEG15792,VOLUME,-13655198.59,5708632.718999997
581,N WILLIAMS AVE S of FAILING ST,N,7/28/2019,MON,7/30/2019,WED,362,38,10,324,65,Bike Count,ONLY BIKES @ 3817,19072980B.VL1,LEG15792,VOLUME,-13655198.59,5708632.718999997
582,N WILLIAMS AVE S of FARGO ST,N,2/9/2015,TUE,2/11/2015,THU,1723,229,44,1494,421,Bike Count,,150210299.VL1,LEG15748,VOLUME,-13655191.3809,5707881.579599999
583,N WILLIAMS AVE S of FARGO ST,N,2/24/2015,WED,2/26/2015,FRI,7125,2120,476,5005,669,Normal Weekday,@ 3122,15022502.VL1,LEG15748,VOLUME,-13655191.3809,5707881.579599999
584,N WILLIAMS AVE S of HIGHLAND ST,N,8/13/2019,WED,8/15/2019,FRI,595,104,26,491,118,Normal Weekday,@ 3817,190814100.VL2,LEG15726,VOLUME,-13655214.96,5711525.212099999
585,N WILLIAMS AVE S of HIGHLAND ST,S,8/13/2019,WED,8/15/2019,FRI,192,59,15,133,18,Normal Weekday,@ 3817,190814100.VL2,LEG15726,VOLUME,-13655214.96,5711525.212099999
586,N WILLIAMS AVE S of MORRIS ST,N,10/27/2014,TUE,10/30/2014,FRI,7988,2150,472,5838,791,Test/TC Device,COUNTER TEST,141028299.VL1,LEG15752,VOLUME,-13655190.983199999,5707652.063100003
587,N WILLIAMS AVE S of MORRIS ST,N,10/27/2014,TUE,10/30/2014,FRI,949,146,30,803,156,Test/TC Device,COUNTER TEST,141028299B.VL1,LEG15752,VOLUME,-13655190.983199999,5707652.063100003
588,N WILLIS BLVD E of DANA AVE,E,5/23/2017,WED,5/24/2017,THU,2035,810,188,1225,165,Normal Weekday,@ 4325,17052481.VL2,LEG15834,VOLUME,-13660262.1876,5713942.319700003
589,N WILLIS BLVD E of DANA AVE,W,5/23/2017,WED,5/24/2017,THU,2085,583,134,1502,213,Normal Weekday,@ 4325,17052481.VL2,LEG15834,VOLUME,-13660262.1876,5713942.319700003
590,N WILLIS BLVD E of FISKE AVE,E,5/23/2017,WED,5/24/2017,THU,1748,626,157,1122,158,Normal Weekday,@ 4715,17052482.VL2,LEG15882,VOLUME,-13660707.067699999,5713950.015900001
591,N WILLIS BLVD E of FISKE AVE,W,5/23/2017,WED,5/24/2017,THU,1916,600,160,1316,196,Normal Weekday,@ 4715,17052482.VL2,LEG15882,VOLUME,-13660707.067699999,5713950.015900001
592,N WILLIS BLVD E of HODGE AVE,E,5/23/2017,WED,5/24/2017,THU,1536,478,118,1058,158,Normal Weekday,@ 5114,17052485.VL2,LEG15828,VOLUME,-13661156.8551,5713944.162699997
593,N WILLIS BLVD E of HODGE AVE,W,5/23/2017,WED,5/24/2017,THU,1791,617,161,1174,180,Normal Weekday,@ 5114,17052485.VL2,LEG15828,VOLUME,-13661156.8551,5713944.162699997
594,N WILLIS BLVD W of BAYARD AVE,E,5/21/2017,MON,5/23/2017,WED,2091,822,193,1269,156,Normal Weekday,@ 3229,17052273.VL1,LEG15853,VOLUME,-13658976.9462,5713937.6809
595,N WILLIS BLVD W of BAYARD AVE,W,5/21/2017,MON,5/23/2017,WED,2135,584,116,1551,214,Normal Weekday,@ 3229,17052274.VL1,LEG15853,VOLUME,-13658976.9462,5713937.6809
596,N WOOLSEY AVE N of WINCHELL ST,N,3/16/2014,WED,3/18/2014,WED,578,164,32,414,69,Normal Weekday,@ 8011,14031714.VL2,LEG16023,VOLUME,-13660405.026999999,5713449.757799998
597,N WOOLSEY AVE N of WINCHELL ST,S,3/16/2014,WED,3/18/2014,WED,612,259,62,353,50,Normal Weekday,@ 8011,14031714.VL2,LEG16023,VOLUME,-13660405.026999999,5713449.757799998
598,NE 100TH AVE S of SANDY BLVD,N,9/30/2018,MON,10/4/2018,FRI,296,95,14,201,49,Normal Weekday,@ 4748,18100101.VL2,LEG16128,VOLUME,-13643293.426199999,5709984.557300001
599,NE 100TH AVE S of SANDY BLVD,S,9/30/2018,MON,10/4/2018,FRI,472,148,22,324,45,Normal Weekday,@ 4748,18100101.VL2,LEG16128,VOLUME,-13643293.426199999,5709984.557300001
600,NE 101ST AVE S of SANDY BLVD,n,9/30/2018,MON,10/4/2018,FRI,115,34,7,81,17,Normal Weekday,@ 4803,18100107.VL2,LEG16144,VOLUME,-13643181.6794,5709970.294699997
601,NE 101ST AVE S of SANDY BLVD,s,9/30/2018,MON,10/4/2018,FRI,214,65,15,149,22,Normal Weekday,@ 4803,18100107.VL2,LEG16144,VOLUME,-13643181.6794,5709970.294699997
602,NE 102ND AVE N of HOLLADAY ST,N,1/8/2018,TUE,1/11/2018,FRI,9864,3435,641,6429,815,Normal Weekday,@ 1030,18010986.VL1,LEG16203,VOLUME,-13643106.6733,5705356.5195999965
603,NE 102ND AVE N of HOLLADAY ST,N,1/21/2018,MON,1/22/2018,TUE,9500,3280,620,6220,785,Normal Weekday,@ 1030,18012275.VL1,LEG16203,VOLUME,-13643106.6733,5705356.5195999965
604,NE 102ND AVE N of HOLLADAY ST,S,1/21/2018,MON,1/22/2018,TUE,10532,3527,674,7005,899,Normal Weekday,@ 1030,18012284.VL1,LEG16203,VOLUME,-13643106.6733,5705356.5195999965
605,NE 102ND AVE N of SHAVER ST,N,11/14/2017,WED,11/16/2017,FRI,9847,3578,709,6269,886,Normal Weekday,@ 4024,17111571.VL1,LEG16157,VOLUME,-13643072.353799999,5708866.217699997
606,NE 102ND AVE N of SHAVER ST,S,11/14/2017,WED,11/16/2017,FRI,9234,2855,520,6379,955,Normal Weekday,@ 4024,17111581.VL1,LEG16157,VOLUME,-13643072.353799999,5708866.217699997
607,NE 102ND AVE S of GLISAN ST,N,12/2/2018,MON,12/6/2018,FRI,8282,2971,556,5311,707,Normal Weekday,@ 305,181203401.VL1,LEG16214,VOLUME,-13643112.450100001,5704735.378300004
608,NE 102ND AVE S of GLISAN ST,S,12/2/2018,MON,12/6/2018,FRI,10316,3554,707,6762,903,Normal Weekday,@ 305,181203402.VL1,LEG16214,VOLUME,-13643112.450100001,5704735.378300004
609,NE 102ND AVE S of SACRAMENTO ST,S,11/15/2017,THU,11/16/2017,FRI,10107,3750,676,6357,905,Normal Weekday,@ 2341,17111675.VL1,LEG16192,VOLUME,-13643092.385400001,5706833.315399997
610,NE 102ND AVE S of SACRAMENTO ST,N,11/15/2017,THU,11/16/2017,FRI,9871,3115,546,6756,972,Normal Weekday,@ 2341,17111685.VL1,LEG16192,VOLUME,-13643092.385400001,5706833.315399997
611,NE 103RD AVE S of SANDY BLVD,N,9/30/2018,MON,10/4/2018,FRI,109,35,7,74,12,Normal Weekday,@ 4804,18100115.VL2,LEG16260,VOLUME,-13642955.861299999,5709941.825099997
612,NE 103RD AVE S of SANDY BLVD,S,9/30/2018,MON,10/4/2018,FRI,289,80,18,209,35,Normal Weekday,@ 4804,18100115.VL2,LEG16260,VOLUME,-13642955.861299999,5709941.825099997
613,NE 104TH AVE S of SANDY BLVD,N,9/30/2018,MON,10/4/2018,FRI,87,35,9,52,9,Normal Weekday,@ 4745,18100109.VL2,LEG16262,VOLUME,-13642842.8871,5709928.056699999
614,NE 104TH AVE S of SANDY BLVD,S,9/30/2018,MON,10/4/2018,FRI,130,43,8,87,13,Normal Weekday,@ 4745,18100109.VL2,LEG16262,VOLUME,-13642842.8871,5709928.056699999
615,NE 105TH AVE S of BEECH ST,N,3/17/2019,MON,3/19/2019,WED,277,90,18,187,34,Normal Weekday,@ 3635,190318103.VL2,LEG16310,VOLUME,-13642731.2762,5708499.725199997
616,NE 105TH AVE S of BEECH ST,S,3/17/2019,MON,3/19/2019,WED,467,139,30,328,48,Normal Weekday,@ 3635,190318103.VL2,LEG16310,VOLUME,-13642731.2762,5708499.725199997
617,NE 105TH AVE S of SANDY BLVD,N,9/30/2018,MON,10/4/2018,FRI,1154,267,64,887,146,Normal Weekday,@ 4715,18100176.VL2,LEG16318,VOLUME,-13642730.493999999,5709912.7157000005
618,NE 105TH AVE S of SANDY BLVD,S,9/30/2018,MON,10/4/2018,FRI,1100,351,67,749,129,Normal Weekday,@ 4715,18100176.VL2,LEG16318,VOLUME,-13642730.493999999,5709912.7157000005
619,NE 105TH AVE S of SHAVER ST,N,3/17/2019,MON,3/19/2019,WED,289,106,24,183,33,Normal Weekday,@ 3921,19031873.VL2,LEG16308,VOLUME,-13642731.2817,5708787.4683
620,NE 105TH AVE S of SHAVER ST,S,3/17/2019,MON,3/19/2019,WED,507,136,30,371,55,Normal Weekday,@ 3921,19031873.VL2,LEG16308,VOLUME,-13642731.2817,5708787.4683
621,NE 105TH AVE S of SIMPSON ST,N,6/11/2019,WED,6/12/2019,THU,4974,1791,291,3183,515,Normal Weekday,@ 5536,19061281.VL1,LEG16294,VOLUME,-13642729.8688,5710940.498800002
622,NE 105TH AVE S of SIMPSON ST,S,6/11/2019,WED,6/12/2019,THU,5158,1663,320,3495,523,Normal Weekday,@ 5536,19061282.VL1,LEG16294,VOLUME,-13642729.8688,5710940.498800002
623,NE 106TH AVE S of HALSEY ST,N,1/2/2017,TUE,1/5/2017,FRI,1007,233,57,774,168,Normal Weekday,@ 1320,17010305.VL2,LEG16340,VOLUME,-13642597.878899999,5705886.157700002
624,NE 106TH AVE S of HALSEY ST,S,1/2/2017,TUE,1/5/2017,FRI,442,139,33,303,42,Normal Weekday,@ 1320,17010305.VL2,LEG16340,VOLUME,-13642597.878899999,5705886.157700002
625,NE 106TH AVE S of SANDY BLVD,N,9/26/2018,THU,9/27/2018,FRI,135,48,13,87,14,Normal Weekday,@ 4804,18092705.VL2,LEG16350,VOLUME,-13642617.5007,5709898.1669000015
626,NE 106TH AVE S of SANDY BLVD,S,9/26/2018,THU,9/27/2018,FRI,265,77,15,188,27,Normal Weekday,@ 4804,18092705.VL2,LEG16350,VOLUME,-13642617.5007,5709898.1669000015
627,NE 107TH AVE S of SANDY BLVD,N,9/26/2018,THU,9/27/2018,FRI,129,61,18,68,12,Normal Weekday,@ 4743,18092709.VL2,LEG16368,VOLUME,-13642502.6475,5709883.664099999
628,NE 107TH AVE S of SANDY BLVD,S,9/26/2018,THU,9/27/2018,FRI,179,49,18,130,21,Normal Weekday,@ 4743,18092709.VL2,LEG16368,VOLUME,-13642502.6475,5709883.664099999
629,NE 108TH AVE N of HOYT ST,N,7/29/2014,WED,7/31/2014,FRI,387,117,31,270,35,Normal Weekday,@ 612,14073006.VL2,LEG16403,VOLUME,-13642369.0414,5704907.419299997
630,NE 108TH AVE N of HOYT ST,S,7/29/2014,WED,7/31/2014,FRI,412,158,40,254,33,Normal Weekday,@ 612,14073006.VL2,LEG16403,VOLUME,-13642369.0414,5704907.419299997
631,NE 108TH AVE N of HOYT ST,N,6/5/2019,THU,6/6/2019,FRI,475,124,30,351,66,Normal Weekday,@ 716,19060686.VL2,LEG16403,VOLUME,-13642369.0414,5704907.419299997
632,NE 108TH AVE N of HOYT ST,S,6/5/2019,THU,6/6/2019,FRI,477,146,31,331,57,Normal Weekday,@ 716,19060686.VL2,LEG16403,VOLUME,-13642369.0414,5704907.419299997
633,NE 108TH AVE N of SACRAMENTO ST,N,12/7/2014,MON,12/9/2014,WED,322,86,19,236,35,Normal Weekday,@ 2425,14120802.VL2,LEG16381,VOLUME,-13642377.9256,5706881.579300001
634,NE 108TH AVE N of SACRAMENTO ST,S,12/7/2014,MON,12/9/2014,WED,339,141,30,198,28,Normal Weekday,@ 2425,14120802.VL2,LEG16381,VOLUME,-13642377.9256,5706881.579300001
635,NE 108TH AVE S of FLANDERS ST,N,3/2/2014,WED,3/4/2014,WED,261,105,22,156,23,Normal Weekday,@ 358,14030306.VL2,LEG16410,VOLUME,-13642472.0255,5704621.063100003
636,NE 108TH AVE S of FLANDERS ST,S,3/2/2014,WED,3/4/2014,WED,535,164,30,371,54,Normal Weekday,@ 358,14030306.VL2,LEG16410,VOLUME,-13642472.0255,5704621.063100003
637,NE 108TH AVE S of SANDY BLVD,N,9/26/2018,THU,9/27/2018,FRI,91,42,9,49,10,Normal Weekday,@ 4815,18092703.VL2,LEG16422,VOLUME,-13642391.1897,5709868.450800002
638,NE 108TH AVE S of SANDY BLVD,S,9/26/2018,THU,9/27/2018,FRI,140,49,10,91,20,Normal Weekday,@ 4815,18092703.VL2,LEG16422,VOLUME,-13642391.1897,5709868.450800002
639,NE 108TH AVE S of TILLAMOOK ST,N,1/2/2017,TUE,1/5/2017,FRI,323,89,21,234,33,Normal Weekday,@ 2001,17010307.VL2,LEG16388,VOLUME,-13642379.9872,5706521.9639
640,NE 108TH AVE S of TILLAMOOK ST,S,1/2/2017,TUE,1/5/2017,FRI,425,172,36,253,40,Normal Weekday,@ 2001,17010307.VL2,LEG16388,VOLUME,-13642379.9872,5706521.9639
641,NE 109TH AVE N of HASSALO ST,N,3/2/2014,WED,3/4/2014,WED,242,110,21,132,19,Normal Weekday,@ 1131,14030305.VL2,LEG16435,VOLUME,-13642242.8739,5705497.257200003
642,NE 109TH AVE N of HASSALO ST,S,3/2/2014,WED,3/4/2014,WED,244,77,17,167,25,Normal Weekday,@ 1131,14030305.VL2,LEG16435,VOLUME,-13642242.8739,5705497.257200003
643,NE 109TH AVE N of HASSALO ST,N,4/24/2019,THU,4/25/2019,FRI,256,87,21,169,25,Normal Weekday,@ 1131,19042515.VL2,LEG16435,VOLUME,-13642242.8739,5705497.257200003
644,NE 109TH AVE N of HASSALO ST,S,4/24/2019,THU,4/25/2019,FRI,255,66,14,189,27,Normal Weekday,@ 1131,19042515.VL2,LEG16435,VOLUME,-13642242.8739,5705497.257200003
645,NE 109TH AVE S of SANDY BLVD,N,9/26/2018,THU,9/27/2018,FRI,196,79,16,117,16,Normal Weekday,@ 4805,18092707.VL2,LEG16430,VOLUME,-13642277.605,5709855.002300002
646,NE 109TH AVE S of SANDY BLVD,S,9/26/2018,THU,9/27/2018,FRI,224,60,16,164,31,Normal Weekday,@ 4805,18092707.VL2,LEG16430,VOLUME,-13642277.605,5709855.002300002
647,NE 10TH AVE S of KNOTT ST,N,2/27/2018,WED,3/1/2018,FRI,246,66,18,180,51,Normal Weekday,@ 2607,18022601.VL2,LEG16498,VOLUME,-13653950.8614,5707250.901299998
648,NE 10TH AVE S of KNOTT ST,S,2/27/2018,WED,3/1/2018,FRI,172,71,17,101,15,Normal Weekday,@ 2607,18022601.VL2,LEG16498,VOLUME,-13653950.8614,5707250.901299998
649,NE 10TH AVE S of SISKIYOU ST,N,1/2/2018,WED,1/4/2018,FRI,104,27,8,77,15,Normal Weekday,@ 3006,18010303.VL2,LEG16496,VOLUME,-13653948.4657,5707743.926600002
650,NE 10TH AVE S of SISKIYOU ST,S,1/2/2018,WED,1/4/2018,FRI,90,38,11,52,9,Normal Weekday,@ 3006,18010303.VL2,LEG16496,VOLUME,-13653948.4657,5707743.926600002
651,NE 10TH AVE S of SISKIYOU ST,N,2/27/2018,WED,3/1/2018,FRI,112,29,7,83,22,Normal Weekday,@ 3006,18022607.VL2,LEG16496,VOLUME,-13653948.4657,5707743.926600002
652,NE 10TH AVE S of SISKIYOU ST,S,2/27/2018,WED,3/1/2018,FRI,95,37,12,58,11,Normal Weekday,@ 3006,18022607.VL2,LEG16496,VOLUME,-13653948.4657,5707743.926600002
653,NE 110TH AVE N of GLISAN ST,N,6/5/2019,THU,6/6/2019,FRI,240,65,16,175,34,Normal Weekday,@ 710,19060676.VL2,LEG16559,VOLUME,-13642142.7194,5704780.3389
654,NE 110TH AVE N of GLISAN ST,S,6/5/2019,THU,6/6/2019,FRI,279,92,23,187,30,Normal Weekday,@ 710,19060676.VL2,LEG16559,VOLUME,-13642142.7194,5704780.3389
655,NE 110TH AVE N of GLISAN ST,N,6/5/2019,THU,6/6/2019,FRI,4,1,1,3,1,Bike Count,BIKE ONLY @ 710,19060676B.VL2,LEG16559,VOLUME,-13642142.7194,5704780.3389
656,NE 110TH AVE N of GLISAN ST,S,6/5/2019,THU,6/6/2019,FRI,9,3,2,6,3,Bike Count,BIKE ONLY @ 710,19060676B.VL2,LEG16559,VOLUME,-13642142.7194,5704780.3389
657,NE 110TH AVE S of SANDY BLVD,N,9/26/2018,THU,9/27/2018,FRI,115,48,9,67,12,Normal Weekday,@ 4806,18092701.VL2,LEG16568,VOLUME,-13642163.683,5709840.471500002
658,NE 110TH AVE S of SANDY BLVD,S,9/26/2018,THU,9/27/2018,FRI,102,33,7,69,12,Normal Weekday,@ 4806,18092701.VL2,LEG16568,VOLUME,-13642163.683,5709840.471500002
659,NE 111TH AVE N of GLISAN ST,N,6/5/2019,THU,6/6/2019,FRI,589,197,45,392,55,Normal Weekday,@ 611,190606104.VL2,LEG16603,VOLUME,-13642034.1932,5704780.456600003
660,NE 111TH AVE N of GLISAN ST,S,6/5/2019,THU,6/6/2019,FRI,646,227,49,419,58,Normal Weekday,@ 611,190606104.VL2,LEG16603,VOLUME,-13642034.1932,5704780.456600003
